ccode,cname,mcode,mname,mtype
33009,"Grafton County, NH",30100,"Lebanon, NH-VT",Micropolitan Statistical Area
33011,"Hillsborough County, NH",31700,"Manchester-Nashua, NH",Metropolitan Statistical Area
33013,"Merrimack County, NH",18180,"Concord, NH",Micropolitan Statistical Area
33015,"Rockingham County, NH",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
33017,"Strafford County, NH",14460,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
33019,"Sullivan County, NH",30100,"Lebanon, NH-VT",Micropolitan Statistical Area
34001,"Atlantic County, NJ",12100,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area
34003,"Bergen County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34005,"Burlington County, NJ",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
34007,"Camden County, NJ",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
34009,"Cape May County, NJ",36140,"Ocean City, NJ",Metropolitan Statistical Area
34011,"Cumberland County, NJ",47220,"Vineland-Bridgeton, NJ",Metropolitan Statistical Area
34013,"Essex County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34015,"Gloucester County, NJ",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
34017,"Hudson County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34019,"Hunterdon County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34021,"Mercer County, NJ",45940,"Trenton-Princeton, NJ",Metropolitan Statistical Area
34023,"Middlesex County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34025,"Monmouth County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34027,"Morris County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34029,"Ocean County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34031,"Passaic County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34033,"Salem County, NJ",37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Metropolitan Statistical Area
34035,"Somerset County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34037,"Sussex County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34039,"Union County, NJ",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
34041,"Warren County, NJ",10900,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area
35001,"Bernalillo County, NM",10740,"Albuquerque, NM",Metropolitan Statistical Area
35005,"Chaves County, NM",40740,"Roswell, NM",Micropolitan Statistical Area
35006,"Cibola County, NM",24380,"Grants, NM",Micropolitan Statistical Area
35009,"Curry County, NM",17580,"Clovis, NM",Micropolitan Statistical Area
35013,"Doña Ana County, NM",29740,"Las Cruces, NM",Metropolitan Statistical Area
35015,"Eddy County, NM",16100,"Carlsbad-Artesia, NM",Micropolitan Statistical Area
35017,"Grant County, NM",43500,"Silver City, NM",Micropolitan Statistical Area
35025,"Lea County, NM",26020,"Hobbs, NM",Micropolitan Statistical Area
35027,"Lincoln County, NM",40760,"Ruidoso, NM",Micropolitan Statistical Area
35028,"Los Alamos County, NM",31060,"Los Alamos, NM",Micropolitan Statistical Area
35029,"Luna County, NM",19700,"Deming, NM",Micropolitan Statistical Area
35031,"McKinley County, NM",23700,"Gallup, NM",Micropolitan Statistical Area
35033,"Mora County, NM",29780,"Las Vegas, NM",Micropolitan Statistical Area
35035,"Otero County, NM",10460,"Alamogordo, NM",Micropolitan Statistical Area
35039,"Rio Arriba County, NM",21580,"Española, NM",Micropolitan Statistical Area
35041,"Roosevelt County, NM",38780,"Portales, NM",Micropolitan Statistical Area
35043,"Sandoval County, NM",10740,"Albuquerque, NM",Metropolitan Statistical Area
35045,"San Juan County, NM",22140,"Farmington, NM",Metropolitan Statistical Area
35047,"San Miguel County, NM",29780,"Las Vegas, NM",Micropolitan Statistical Area
35049,"Santa Fe County, NM",42140,"Santa Fe, NM",Metropolitan Statistical Area
35055,"Taos County, NM",45340,"Taos, NM",Micropolitan Statistical Area
35057,"Torrance County, NM",10740,"Albuquerque, NM",Metropolitan Statistical Area
35061,"Valencia County, NM",10740,"Albuquerque, NM",Metropolitan Statistical Area
36001,"Albany County, NY",10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
36005,"Bronx County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36007,"Broome County, NY",13780,"Binghamton, NY",Metropolitan Statistical Area
36009,"Cattaraugus County, NY",36460,"Olean, NY",Micropolitan Statistical Area
36011,"Cayuga County, NY",12180,"Auburn, NY",Micropolitan Statistical Area
36013,"Chautauqua County, NY",27460,"Jamestown-Dunkirk-Fredonia, NY",Micropolitan Statistical Area
36015,"Chemung County, NY",21300,"Elmira, NY",Metropolitan Statistical Area
36019,"Clinton County, NY",38460,"Plattsburgh, NY",Micropolitan Statistical Area
36021,"Columbia County, NY",26460,"Hudson, NY",Micropolitan Statistical Area
36023,"Cortland County, NY",18660,"Cortland, NY",Micropolitan Statistical Area
36027,"Dutchess County, NY",39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area
36029,"Erie County, NY",15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area
36033,"Franklin County, NY",31660,"Malone, NY",Micropolitan Statistical Area
36035,"Fulton County, NY",24100,"Gloversville, NY",Micropolitan Statistical Area
36037,"Genesee County, NY",12860,"Batavia, NY",Micropolitan Statistical Area
36043,"Herkimer County, NY",46540,"Utica-Rome, NY",Metropolitan Statistical Area
36045,"Jefferson County, NY",48060,"Watertown-Fort Drum, NY",Metropolitan Statistical Area
36047,"Kings County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36051,"Livingston County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
36053,"Madison County, NY",45060,"Syracuse, NY",Metropolitan Statistical Area
36055,"Monroe County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
36057,"Montgomery County, NY",11220,"Amsterdam, NY",Micropolitan Statistical Area
36059,"Nassau County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36061,"New York County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36063,"Niagara County, NY",15380,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area
36065,"Oneida County, NY",46540,"Utica-Rome, NY",Metropolitan Statistical Area
36067,"Onondaga County, NY",45060,"Syracuse, NY",Metropolitan Statistical Area
36069,"Ontario County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
36071,"Orange County, NY",39100,"Poughkeepsie-Newburgh-Middletown, NY",Metropolitan Statistical Area
36073,"Orleans County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
36075,"Oswego County, NY",45060,"Syracuse, NY",Metropolitan Statistical Area
36077,"Otsego County, NY",36580,"Oneonta, NY",Micropolitan Statistical Area
36079,"Putnam County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36081,"Queens County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36083,"Rensselaer County, NY",10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
36085,"Richmond County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36087,"Rockland County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36089,"St. Lawrence County, NY",36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area
36091,"Saratoga County, NY",10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
36093,"Schenectady County, NY",10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
36095,"Schoharie County, NY",10580,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
36099,"Seneca County, NY",42900,"Seneca Falls, NY",Micropolitan Statistical Area
36101,"Steuben County, NY",18500,"Corning, NY",Micropolitan Statistical Area
36103,"Suffolk County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36107,"Tioga County, NY",13780,"Binghamton, NY",Metropolitan Statistical Area
36109,"Tompkins County, NY",27060,"Ithaca, NY",Metropolitan Statistical Area
36111,"Ulster County, NY",28740,"Kingston, NY",Metropolitan Statistical Area
36113,"Warren County, NY",24020,"Glens Falls, NY",Metropolitan Statistical Area
36115,"Washington County, NY",24020,"Glens Falls, NY",Metropolitan Statistical Area
36117,"Wayne County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
36119,"Westchester County, NY",35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area
36123,"Yates County, NY",40380,"Rochester, NY",Metropolitan Statistical Area
37001,"Alamance County, NC",15500,"Burlington, NC",Metropolitan Statistical Area
37003,"Alexander County, NC",25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area
37007,"Anson County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37013,"Beaufort County, NC",47820,"Washington, NC",Micropolitan Statistical Area
37019,"Brunswick County, NC",34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area
37021,"Buncombe County, NC",11700,"Asheville, NC",Metropolitan Statistical Area
37023,"Burke County, NC",25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area
37025,"Cabarrus County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37027,"Caldwell County, NC",25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area
37029,"Camden County, NC",47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area
37031,"Carteret County, NC",33980,"Morehead City, NC",Micropolitan Statistical Area
37035,"Catawba County, NC",25860,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area
37037,"Chatham County, NC",20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area
37045,"Cleveland County, NC",43140,"Shelby, NC",Micropolitan Statistical Area
37049,"Craven County, NC",35100,"New Bern, NC",Metropolitan Statistical Area
37051,"Cumberland County, NC",22180,"Fayetteville, NC",Metropolitan Statistical Area
37053,"Currituck County, NC",47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area
37055,"Dare County, NC",28620,"Kill Devil Hills, NC",Micropolitan Statistical Area
37057,"Davidson County, NC",49180,"Winston-Salem, NC",Metropolitan Statistical Area
37059,"Davie County, NC",49180,"Winston-Salem, NC",Metropolitan Statistical Area
37063,"Durham County, NC",20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area
37065,"Edgecombe County, NC",40580,"Rocky Mount, NC",Metropolitan Statistical Area
37067,"Forsyth County, NC",49180,"Winston-Salem, NC",Metropolitan Statistical Area
37069,"Franklin County, NC",39580,"Raleigh-Cary, NC",Metropolitan Statistical Area
37071,"Gaston County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37073,"Gates County, NC",47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Metropolitan Statistical Area
37077,"Granville County, NC",20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area
37081,"Guilford County, NC",24660,"Greensboro-High Point, NC",Metropolitan Statistical Area
37083,"Halifax County, NC",40260,"Roanoke Rapids, NC",Micropolitan Statistical Area
37085,"Harnett County, NC",22180,"Fayetteville, NC",Metropolitan Statistical Area
37087,"Haywood County, NC",11700,"Asheville, NC",Metropolitan Statistical Area
37089,"Henderson County, NC",11700,"Asheville, NC",Metropolitan Statistical Area
37093,"Hoke County, NC",22180,"Fayetteville, NC",Metropolitan Statistical Area
37097,"Iredell County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37099,"Jackson County, NC",19000,"Cullowhee, NC",Micropolitan Statistical Area
37101,"Johnston County, NC",39580,"Raleigh-Cary, NC",Metropolitan Statistical Area
37103,"Jones County, NC",35100,"New Bern, NC",Metropolitan Statistical Area
37105,"Lee County, NC",41820,"Sanford, NC",Micropolitan Statistical Area
37107,"Lenoir County, NC",28820,"Kinston, NC",Micropolitan Statistical Area
37109,"Lincoln County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37111,"McDowell County, NC",32000,"Marion, NC",Micropolitan Statistical Area
37115,"Madison County, NC",11700,"Asheville, NC",Metropolitan Statistical Area
37119,"Mecklenburg County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37125,"Moore County, NC",38240,"Pinehurst-Southern Pines, NC",Micropolitan Statistical Area
37127,"Nash County, NC",40580,"Rocky Mount, NC",Metropolitan Statistical Area
37129,"New Hanover County, NC",48900,"Wilmington, NC",Metropolitan Statistical Area
37131,"Northampton County, NC",40260,"Roanoke Rapids, NC",Micropolitan Statistical Area
37133,"Onslow County, NC",27340,"Jacksonville, NC",Metropolitan Statistical Area
37135,"Orange County, NC",20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area
37137,"Pamlico County, NC",35100,"New Bern, NC",Metropolitan Statistical Area
37139,"Pasquotank County, NC",21020,"Elizabeth City, NC",Micropolitan Statistical Area
37141,"Pender County, NC",48900,"Wilmington, NC",Metropolitan Statistical Area
37143,"Perquimans County, NC",21020,"Elizabeth City, NC",Micropolitan Statistical Area
37145,"Person County, NC",20500,"Durham-Chapel Hill, NC",Metropolitan Statistical Area
37147,"Pitt County, NC",24780,"Greenville, NC",Metropolitan Statistical Area
37151,"Randolph County, NC",24660,"Greensboro-High Point, NC",Metropolitan Statistical Area
37153,"Richmond County, NC",40460,"Rockingham, NC",Micropolitan Statistical Area
37155,"Robeson County, NC",31300,"Lumberton, NC",Micropolitan Statistical Area
37157,"Rockingham County, NC",24660,"Greensboro-High Point, NC",Metropolitan Statistical Area
37159,"Rowan County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37161,"Rutherford County, NC",22580,"Forest City, NC",Micropolitan Statistical Area
37165,"Scotland County, NC",29900,"Laurinburg, NC",Micropolitan Statistical Area
37167,"Stanly County, NC",10620,"Albemarle, NC",Micropolitan Statistical Area
37169,"Stokes County, NC",49180,"Winston-Salem, NC",Metropolitan Statistical Area
37171,"Surry County, NC",34340,"Mount Airy, NC",Micropolitan Statistical Area
37173,"Swain County, NC",19000,"Cullowhee, NC",Micropolitan Statistical Area
37175,"Transylvania County, NC",14820,"Brevard, NC",Micropolitan Statistical Area
37179,"Union County, NC",16740,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
37181,"Vance County, NC",25780,"Henderson, NC",Micropolitan Statistical Area
37183,"Wake County, NC",39580,"Raleigh-Cary, NC",Metropolitan Statistical Area
37189,"Watauga County, NC",14380,"Boone, NC",Micropolitan Statistical Area
37191,"Wayne County, NC",24140,"Goldsboro, NC",Metropolitan Statistical Area
37193,"Wilkes County, NC",35900,"North Wilkesboro, NC",Micropolitan Statistical Area
37195,"Wilson County, NC",48980,"Wilson, NC",Micropolitan Statistical Area
37197,"Yadkin County, NC",49180,"Winston-Salem, NC",Metropolitan Statistical Area
38007,"Billings County, ND",19860,"Dickinson, ND",Micropolitan Statistical Area
38015,"Burleigh County, ND",13900,"Bismarck, ND",Metropolitan Statistical Area
38017,"Cass County, ND",22020,"Fargo, ND-MN",Metropolitan Statistical Area
38035,"Grand Forks County, ND",24220,"Grand Forks, ND-MN",Metropolitan Statistical Area
38049,"McHenry County, ND",33500,"Minot, ND",Micropolitan Statistical Area
38059,"Morton County, ND",13900,"Bismarck, ND",Metropolitan Statistical Area
38065,"Oliver County, ND",13900,"Bismarck, ND",Metropolitan Statistical Area
38075,"Renville County, ND",33500,"Minot, ND",Micropolitan Statistical Area
38077,"Richland County, ND",47420,"Wahpeton, ND-MN",Micropolitan Statistical Area
38089,"Stark County, ND",19860,"Dickinson, ND",Micropolitan Statistical Area
38093,"Stutsman County, ND",27420,"Jamestown, ND",Micropolitan Statistical Area
38101,"Ward County, ND",33500,"Minot, ND",Micropolitan Statistical Area
38105,"Williams County, ND",48780,"Williston, ND",Micropolitan Statistical Area
39003,"Allen County, OH",30620,"Lima, OH",Metropolitan Statistical Area
39005,"Ashland County, OH",11740,"Ashland, OH",Micropolitan Statistical Area
39007,"Ashtabula County, OH",11780,"Ashtabula, OH",Micropolitan Statistical Area
39009,"Athens County, OH",11900,"Athens, OH",Micropolitan Statistical Area
39011,"Auglaize County, OH",47540,"Wapakoneta, OH",Micropolitan Statistical Area
39013,"Belmont County, OH",48540,"Wheeling, WV-OH",Metropolitan Statistical Area
39015,"Brown County, OH",17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
39017,"Butler County, OH",17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
39019,"Carroll County, OH",15940,"Canton-Massillon, OH",Metropolitan Statistical Area
39021,"Champaign County, OH",46500,"Urbana, OH",Micropolitan Statistical Area
39023,"Clark County, OH",44220,"Springfield, OH",Metropolitan Statistical Area
39025,"Clermont County, OH",17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
39027,"Clinton County, OH",48940,"Wilmington, OH",Micropolitan Statistical Area
39029,"Columbiana County, OH",41400,"Salem, OH",Micropolitan Statistical Area
39031,"Coshocton County, OH",18740,"Coshocton, OH",Micropolitan Statistical Area
39033,"Crawford County, OH",15340,"Bucyrus-Galion, OH",Micropolitan Statistical Area
39035,"Cuyahoga County, OH",17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area
39037,"Darke County, OH",24820,"Greenville, OH",Micropolitan Statistical Area
39039,"Defiance County, OH",19580,"Defiance, OH",Micropolitan Statistical Area
39041,"Delaware County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39043,"Erie County, OH",41780,"Sandusky, OH",Micropolitan Statistical Area
39045,"Fairfield County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39047,"Fayette County, OH",47920,"Washington Court House, OH",Micropolitan Statistical Area
39049,"Franklin County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39051,"Fulton County, OH",45780,"Toledo, OH",Metropolitan Statistical Area
39053,"Gallia County, OH",38580,"Point Pleasant, WV-OH",Micropolitan Statistical Area
39055,"Geauga County, OH",17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area
39057,"Greene County, OH",19430,"Dayton-Kettering, OH",Metropolitan Statistical Area
39059,"Guernsey County, OH",15740,"Cambridge, OH",Micropolitan Statistical Area
39061,"Hamilton County, OH",17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
39063,"Hancock County, OH",22300,"Findlay, OH",Micropolitan Statistical Area
39073,"Hocking County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39077,"Huron County, OH",35940,"Norwalk, OH",Micropolitan Statistical Area
39079,"Jackson County, OH",27160,"Jackson, OH",Micropolitan Statistical Area
39081,"Jefferson County, OH",48260,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area
39083,"Knox County, OH",34540,"Mount Vernon, OH",Micropolitan Statistical Area
39085,"Lake County, OH",17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area
39087,"Lawrence County, OH",26580,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area
39089,"Licking County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39091,"Logan County, OH",13340,"Bellefontaine, OH",Micropolitan Statistical Area
39093,"Lorain County, OH",17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area
39095,"Lucas County, OH",45780,"Toledo, OH",Metropolitan Statistical Area
39097,"Madison County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39099,"Mahoning County, OH",49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area
39101,"Marion County, OH",32020,"Marion, OH",Micropolitan Statistical Area
39103,"Medina County, OH",17460,"Cleveland-Elyria, OH",Metropolitan Statistical Area
39107,"Mercer County, OH",16380,"Celina, OH",Micropolitan Statistical Area
39109,"Miami County, OH",19430,"Dayton-Kettering, OH",Metropolitan Statistical Area
39113,"Montgomery County, OH",19430,"Dayton-Kettering, OH",Metropolitan Statistical Area
39117,"Morrow County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39119,"Muskingum County, OH",49780,"Zanesville, OH",Micropolitan Statistical Area
39123,"Ottawa County, OH",45780,"Toledo, OH",Metropolitan Statistical Area
39127,"Perry County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39129,"Pickaway County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39133,"Portage County, OH",10420,"Akron, OH",Metropolitan Statistical Area
39139,"Richland County, OH",31900,"Mansfield, OH",Metropolitan Statistical Area
39141,"Ross County, OH",17060,"Chillicothe, OH",Micropolitan Statistical Area
39143,"Sandusky County, OH",23380,"Fremont, OH",Micropolitan Statistical Area
39145,"Scioto County, OH",39020,"Portsmouth, OH",Micropolitan Statistical Area
39147,"Seneca County, OH",45660,"Tiffin, OH",Micropolitan Statistical Area
39149,"Shelby County, OH",43380,"Sidney, OH",Micropolitan Statistical Area
39151,"Stark County, OH",15940,"Canton-Massillon, OH",Metropolitan Statistical Area
39153,"Summit County, OH",10420,"Akron, OH",Metropolitan Statistical Area
39155,"Trumbull County, OH",49660,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area
39157,"Tuscarawas County, OH",35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area
39159,"Union County, OH",18140,"Columbus, OH",Metropolitan Statistical Area
39161,"Van Wert County, OH",46780,"Van Wert, OH",Micropolitan Statistical Area
39165,"Warren County, OH",17140,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
39167,"Washington County, OH",31930,"Marietta, OH",Micropolitan Statistical Area
39169,"Wayne County, OH",49300,"Wooster, OH",Micropolitan Statistical Area
39173,"Wood County, OH",45780,"Toledo, OH",Metropolitan Statistical Area
40009,"Beckham County, OK",21120,"Elk City, OK",Micropolitan Statistical Area
40013,"Bryan County, OK",20460,"Durant, OK",Micropolitan Statistical Area
40017,"Canadian County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40019,"Carter County, OK",11620,"Ardmore, OK",Micropolitan Statistical Area
40021,"Cherokee County, OK",45140,"Tahlequah, OK",Micropolitan Statistical Area
40027,"Cleveland County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40031,"Comanche County, OK",30020,"Lawton, OK",Metropolitan Statistical Area
40033,"Cotton County, OK",30020,"Lawton, OK",Metropolitan Statistical Area
40037,"Creek County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40039,"Custer County, OK",48220,"Weatherford, OK",Micropolitan Statistical Area
40045,"Ellis County, OK",49260,"Woodward, OK",Micropolitan Statistical Area
40047,"Garfield County, OK",21420,"Enid, OK",Metropolitan Statistical Area
40051,"Grady County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40065,"Jackson County, OK",11060,"Altus, OK",Micropolitan Statistical Area
40071,"Kay County, OK",38620,"Ponca City, OK",Micropolitan Statistical Area
40081,"Lincoln County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40083,"Logan County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40085,"Love County, OK",11620,"Ardmore, OK",Micropolitan Statistical Area
40087,"McClain County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40101,"Muskogee County, OK",34780,"Muskogee, OK",Micropolitan Statistical Area
40109,"Oklahoma County, OK",36420,"Oklahoma City, OK",Metropolitan Statistical Area
40111,"Okmulgee County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40113,"Osage County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40115,"Ottawa County, OK",33060,"Miami, OK",Micropolitan Statistical Area
40117,"Pawnee County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40119,"Payne County, OK",44660,"Stillwater, OK",Micropolitan Statistical Area
40121,"Pittsburg County, OK",32540,"McAlester, OK",Micropolitan Statistical Area
40123,"Pontotoc County, OK",10220,"Ada, OK",Micropolitan Statistical Area
40125,"Pottawatomie County, OK",43060,"Shawnee, OK",Micropolitan Statistical Area
40131,"Rogers County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40135,"Sequoyah County, OK",22900,"Fort Smith, AR-OK",Metropolitan Statistical Area
40137,"Stephens County, OK",20340,"Duncan, OK",Micropolitan Statistical Area
40139,"Texas County, OK",25100,"Guymon, OK",Micropolitan Statistical Area
40143,"Tulsa County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40145,"Wagoner County, OK",46140,"Tulsa, OK",Metropolitan Statistical Area
40147,"Washington County, OK",12780,"Bartlesville, OK",Micropolitan Statistical Area
40153,"Woodward County, OK",49260,"Woodward, OK",Micropolitan Statistical Area
41003,"Benton County, OR",18700,"Corvallis, OR",Metropolitan Statistical Area
41005,"Clackamas County, OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
41007,"Clatsop County, OR",11820,"Astoria, OR",Micropolitan Statistical Area
41009,"Columbia County, OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
41011,"Coos County, OR",18300,"Coos Bay, OR",Micropolitan Statistical Area
41013,"Crook County, OR",39260,"Prineville, OR",Micropolitan Statistical Area
41015,"Curry County, OR",15060,"Brookings, OR",Micropolitan Statistical Area
41017,"Deschutes County, OR",13460,"Bend, OR",Metropolitan Statistical Area
41019,"Douglas County, OR",40700,"Roseburg, OR",Micropolitan Statistical Area
41027,"Hood River County, OR",26220,"Hood River, OR",Micropolitan Statistical Area
41029,"Jackson County, OR",32780,"Medford, OR",Metropolitan Statistical Area
41033,"Josephine County, OR",24420,"Grants Pass, OR",Metropolitan Statistical Area
41035,"Klamath County, OR",28900,"Klamath Falls, OR",Micropolitan Statistical Area
41039,"Lane County, OR",21660,"Eugene-Springfield, OR",Metropolitan Statistical Area
41041,"Lincoln County, OR",35440,"Newport, OR",Micropolitan Statistical Area
41043,"Linn County, OR",10540,"Albany-Lebanon, OR",Metropolitan Statistical Area
41045,"Malheur County, OR",36620,"Ontario, OR-ID",Micropolitan Statistical Area
41047,"Marion County, OR",41420,"Salem, OR",Metropolitan Statistical Area
41049,"Morrow County, OR",25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area
41051,"Multnomah County, OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
41053,"Polk County, OR",41420,"Salem, OR",Metropolitan Statistical Area
41059,"Umatilla County, OR",25840,"Hermiston-Pendleton, OR",Micropolitan Statistical Area
41061,"Union County, OR",29260,"La Grande, OR",Micropolitan Statistical Area
41065,"Wasco County, OR",45520,"The Dalles, OR",Micropolitan Statistical Area
41067,"Washington County, OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
41071,"Yamhill County, OR",38900,"Portland-Vancouver-Hillsboro, OR-WA",Metropolitan Statistical Area
42001,"Adams County, PA",23900,"Gettysburg, PA",Metropolitan Statistical Area
42003,"Allegheny County, PA",38300,"Pittsburgh, PA",Metropolitan Statistical Area
42005,"Armstrong County, PA",38300,"Pittsburgh, PA",Metropolitan Statistical Area
42007,"Beaver County, PA",38300,"Pittsburgh, PA",Metropolitan Statistical Area
42011,"Berks County, PA",39740,"Reading, PA",Metropolitan Statistical Area
42013,"Blair County, PA",11020,"Altoona, PA",Metropolitan Statistical Area
